"yrplot.id","plot.id","state.abbr","COUNTYNM","LAT","LON","STATE","COUNTY","POP2000","POP2010","SQMI","ID","MEASYEAR","Slope","Aspect","Elevation","Conifer_area","radiation","lichen.rich","Parmeliaceae","Physciaceae","Cladoniaceae","Coccocarpiaceae","Collemataceae","Lobariaceae","Caliciaceae","Pannariaceae","Lecideaceae","Nephromataceae","Peltigeraceae","Placynthiaceae","Ramalinaceae","Sphaerophoraceae","Teloschistaceae","Umbilicariaceae","Candelariaceae","Lecanoraceae","genus.rich","tot_abun","parm_abun","phys_abun","tot_abun_log","parm_abun_log","phys_abun_log","S.tree","D.abun.tree","D.area.tree","maxDiam","numTreesBig","numTreesSm","propDead","numDead","numCut","PIE.stems.tree","PIE.ba.tree","wood_moist_pct.rao.pres","bark_moist_pct.rao.pres","wood_SG.rao.pres","bark_SG.rao.pres","LogSeed.rao.pres","wood_moist_pct.rao.stems","bark_moist_pct.rao.stems","wood_SG.rao.stems","bark_SG.rao.stems","LogSeed.rao.stems","wood_moist_pct.stems","bark_moist_pct.stems","wood_SG.stems","bark_SG.stems","LogSeed.stems","wood_moist_pct.rao.ba","bark_moist_pct.rao.ba","wood_SG.rao.ba","bark_SG.rao.ba","LogSeed.rao.ba","wood_moist_pct.ba","bark_moist_pct.ba","wood_SG.ba","bark_SG.ba","LogSeed.ba","diamDist.mean","n.stems","basal.area","light.mean","light.var","lightDist.mean","totalCirc","FORTYPCD","PC1","PC2","PC3","regS_tree","raoQ","fric","feve","fdiv","fdis","pruinose","cilia","isidia","soredia","ascomata","secondary_photo","bullate","macculate","pseudocyphellate","hairy","metabolites","atranorin","usnic_acid","pulvinic_acid","pulvinic_dilactone","parietin","parietinic_acid","ascospore_length_mid","ascospore_width_mid","conidia_length_mid","regS","regParm","regPhys","regFIA","mat","iso","ap","pseas","rh","wetness","rain_lowRH","totalNS","mat_reg_mean","iso_reg_mean","ap_reg_mean","pseas_reg_mean","rh_reg_mean","wetness_reg_mean","rain_lowRH_reg_mean","mat_reg_var","iso_reg_var","ap_reg_var","pseas_reg_var","rh_reg_var","wetness_reg_var","rain_lowRH_reg_var","totalNS_reg","mat_reg_cv","iso_reg_cv","ap_reg_cv","pseas_reg_cv","rh_reg_cv"
"1999_1_103_1870","1_103_1870","AL","Morgan",34.325417,-86.658988,1,103,111064,119490,599.03,10219,1999,49,146,300,0,4016027.105,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,159,92,54,5.075173815,4.532599493,4.007333185,9,0.197533337172102,0.176945205309747,25.2,27,5,0.125,4,0,0.802466662827898,0.823054794690253,0.0193048463674639,0.00924228950546475,0.0135845187748302,0.024926088001386,0.0788429742173981,0.014578764634788,0.00699527395896856,0.0144922018163815,0.00627904550847503,0.0936900955330008,63.3746463448024,73.2870311216574,0.545693620516565,0.595395637492014,1.64660653425613,0.00594404603827576,0.00841539842461245,0.0068540640990413,0.0189978607032934,0.0777993379429721,71.5904693462796,63.1108769452623,0.581348463258764,0.624888138244443,2.92074659633514,4.43304843304843,75.8269896193772,15107.7463109221,45.2083333333333,33.6503623188406,6.53985507246377,850.114972061398,500,-0.180852424893391,-0.0433251706769579,0.0655160806433256,158,454.5778333,960.6092886,0.869204103,0.766770698,20.43601485,0.5,0.3,0.5,0.454545455,0.434782609,0.0625,0.0625,0.133333333,0.133333333,0.0625,0.6875,0.2,0.266666667,0,0,0,0,36.05555556,10.19444444,7.5,348.511545813688,99.0965962881359,50.815808402062,259.714806968051,15.2,3.8,1447,18,102.410176744467,1.63653834827305,0.706214939959997,733.670715332031,15.66299817,3.82416819,1344.309324,17.73711152,102.2604035,1.45546293,0.540383385,4.927021,0.126368867,18608.76676,12.99048397,10.27594651,0.091546068,0.067096146,714.0056364,0.314564360317486,0.0330447984297469,13.8426226968578,0.732390048703939,0.100488030149421
"1999_1_111_1441","1_111_1441","AL","Randolph",33.220213,-85.463687,1,111,22380,22913,584.17,10221,1999,0,0,281,1,3891829.653,7,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,101,67,7,4.624972813,4.219507705,2.079441542,2,0.665403694901262,0.957996132498898,8.4,55,5,0,0,0,0.334596305098738,0.0420038675011016,0.0355415210964794,0.0150409398362407,0.000865051903114184,0.0055454956994115,0.00130697162353843,0.0237841232729417,0.0100652857888371,0.000578886341001275,0.00371100474192806,0.000874615752209714,71.2286472931111,90.7155922702464,0.46362737866942,0.344869449771353,1.31226053303811,0.00298576268584826,0.00126355528794699,7.26710510399679e-05,0.000465864533172019,0.000109795725805616,80.012721507888,98.1629595392963,0.469356122722536,0.331502380314084,1.38380656286973,0.864377104377104,117.283737024221,15998.4912457163,39.6363636363636,28.5690235690236,5.87205387205387,1163.96007815502,NA,0.161020355735707,0.17381424665249,-0.0885222293132275,155,446.6062111,326.5187145,0.832645719,0.814832542,20.90054547,0.4,0.4,0.2,0.6,0.5,0,0,0.142857143,0.142857143,0,1,0.142857143,0.285714286,0,0,0,0,23.9,7.5,6.833333333,351.240586189994,100.026003687651,53.0554108614252,260.30464912838,15.8,4.2,1454,20,104.021139477515,1.73030746783224,0.636020848702623,614.062438964844,16.3917534,3.981265012,1364.217374,19.50640512,102.7949819,1.516499905,0.547011168,5.318754554,0.095419785,16663.97876,40.51277434,11.20503299,0.079162605,0.073067842,618.1220412,0.324477462795408,0.0239672025631033,12.2150465736555,2.07689597805298,0.109003696317592
"1999_1_113_1118","1_113_1118","AL","Russell",32.385776,-85.234968,1,113,49724,52947,647,10222,1999,0,0,116,0.143706232,3910255.459,15,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,145.25,79,59.25,4.985317486,4.382026635,4.098502572,13,0.179505624217105,0.246055499940789,29.6,20,11,0.032258064516129,1,0,0.820494375782895,0.753944500059211,0.0219695030126469,0.010388792106896,0.0240826809897877,0.0325832192670651,0.0308338484523747,0.0279370006629192,0.0105176640582158,0.00988339616154272,0.0173719646293768,0.0330531919945493,63.6956588805641,89.0249228735126,0.563591449977964,0.513775451740855,1.77206904582897,0.00679472960633438,0.0049452333455486,0.0101675166665447,0.0467627719799525,0.0293586473265876,79.3030139658437,89.1195710900834,0.530738109081416,0.530370888491941,2.3309632300597,6.70631578947368,157.024221453287,18431.7875246711,38.6842105263158,82.8947368421053,10.3508771929825,756.495510984422,460,-0.0753472271136146,0.103381729458086,0.0302748045129154,154,453.9762284,714.8365247,0.842310245,0.728976607,20.17990064,0.333333333,0.333333333,0.636363636,0.333333333,0.464285714,0,0,0.066666667,0.066666667,0.066666667,0.666666667,0.2,0.133333333,0,0,0,0,25.41666667,8.305555556,3.75,342.945383143829,97.1748603226895,52.6792752133085,257.213291562769,17.6,4.1,1301,21,100.957472732126,1.31675663428514,0.534288920795713,518.469421386719,16.89870593,4.065551093,1376.560464,20.81169121,103.079729,1.55196594,0.553495738,5.053288503,0.080366314,17340.45449,52.45202397,10.48467139,0.074570012,0.077926706,530.6233622,0.299034051715698,0.019767631044749,12.596943573123,2.52031530934866,0.101714192418958
"1999_1_115_1476","1_115_1476","AL","St. Clair",33.966324,-86.247797,1,115,64742,83593,653.43,10223,1999,21,331,315,0,2962694.723,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,131,84,47,4.882801923,4.442651256,3.871201011,10,0.21530934084244,0.14287471947025,22.5,18,6,0.208333333333333,5,0,0.78469065915756,0.85712528052975,0.00882047504819161,0.00750185202277024,0.0198878873747514,0.0287488333361277,0.0449853198661374,0.0117331944263951,0.00462766262424767,0.0142372152266555,0.0167196986626898,0.0431511244849296,74.0104307598307,73.907345175228,0.534310216907433,0.553852398201894,2.54626643725517,0.00716575353052785,0.00729176607051772,0.0125385592179454,0.0195357306932215,0.0195683209462217,74.0661844477967,69.2038764872968,0.58256281558078,0.584235923836386,3.33589833252185,6.45882352941176,79.2837370242215,15988.7750859718,40.3571428571429,140.247252747253,13.9010989010989,672.300827868216,530,-0.17533089702689,-0.043796506771374,0.0786769062429593,158,321.3647251,453.6688976,0.897643931,0.787639968,17.56828204,0.3,0.2,0.888888889,0.3,0.47826087,0,0,0.153846154,0,0,0.666666667,0.230769231,0.230769231,0,0,0,0,23.05555556,7.638888889,3.8,351.979940595017,100.066250234252,50.9388189556944,262.471438743333,15.7,3.9,1423,20,99.7632028890278,1.46141998787671,0.80050463189296,708.765991210938,15.9384185,3.876352107,1353.810145,18.20552033,102.4417844,1.48048988,0.546949452,5.050142871,0.122470419,17230.92327,19.33199937,11.35360153,0.088405387,0.06804241,699.9557717,0.316853448853787,0.0315942452128743,12.7277250311934,1.06187568493408,0.110829790758701
"1999_1_117_1466","1_117_1466","AL","Shelby",33.493787,-86.431515,1,117,143293,195085,809.46,10224,1999,0,0,156,0,3861562.56,8,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,71.75,26.25,38.5,4.287028906,3.305053521,3.676300672,9,0.210059171597633,0.176971054055059,26.1,29,0,0.172413793103448,5,0,0.789940828402367,0.823028945944941,0.0317484016310497,0.00862698332471416,0.0134800954998315,0.0100598561440571,0.0469886160119427,0.0261363419517245,0.00440872989959717,0.0106149432739797,0.00507338188850882,0.0350008350267818,86.4230769230769,87.6538461538462,0.450769230769231,0.498461538461539,1.24730026674582,0.0241224323835148,0.00331202209750578,0.010488361184947,0.00463274196441906,0.0354749342076721,79.9987268399728,87.7244622670557,0.467480780415329,0.504894897096413,1.26809927529065,5.14778325123153,26,20735.382118132,46.875,32.2010869565217,6.39492753623188,1017.24770123237,720,-0.126660703478399,-0.0693518002775771,0.11458979503496,156,349.4448274,337.7440955,0.912474823,0.819370599,18.29294875,0.428571429,0.333333333,0.5,0.285714286,0.466666667,0,0,0,0.125,0,0.666666667,0.125,0.125,0,0,0,0,27,11.2,3.75,349.814958289255,99.900137630185,51.1545192855896,262.348673964312,16.6,4.1,1416,19,103.462538641829,1.6378910086611,0.600458582806748,662.423522949219,16.26740139,3.912722351,1371.234725,18.63843774,102.6398522,1.519782334,0.566082636,4.795969802,0.117590497,16088.62457,21.73808096,11.25754878,0.080725368,0.068779879,652.2129586,0.294820892840833,0.0300533711445042,11.7329471582628,1.16630381061111,0.109680095388914
"1999_1_125_1480","1_125_1480","AL","Tuscaloosa",33.296747,-87.524271,1,125,164875,194656,1351.15,10226,1999,2,0,102,0,3788575.104,12,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,126,70,43.75,4.844187086,4.262679877,3.801091445,10,0.138283801205452,0.191335679395281,20.1,24,5,0,0,0,0.861716198794548,0.808664320604719,0.0235554958344531,0.00235908389699774,0.0125490196078431,0.0362562245359891,0.0334584083664313,0.027937597291595,0.00214021457948659,0.0133414030138024,0.0420471343814233,0.02543476811156,71.0632418992621,81.0934392043632,0.516364292589028,0.515480028873917,1.48674387256074,0.0112079517803467,0.00155896917029513,0.0133570808657314,0.0373544582974909,0.0414806492698172,71.4239973028398,87.0834379242107,0.536672736783838,0.538395921750207,1.91545685349039,5.11557971014493,86.2837370242215,17998.3115494947,46.4583333333333,107.563405797101,10.5615942028986,788.853915316397,610,-0.177176412400406,-0.0455921770057522,0.0772475776539,157,473.9440226,952.8726709,0.830665953,0.749286908,20.74110183,0.3,0.2,0.666666667,0.2,0.47826087,0,0,0,0.083333333,0.083333333,0.583333333,0.166666667,0.083333333,0,0,0,0,27.875,7.9375,3.583333333,350.473291353637,97.5813483168778,52.3726818756994,263.606762494837,17,4,1427,20,99.158114467668,1.43736286868913,0.838033195824437,588.91455078125,16.47673692,3.877595628,1388.834895,18.39344262,102.4653554,1.540436433,0.60449696,4.312156783,0.113297145,15713.78491,13.83499017,10.56684875,0.081388185,0.062517212,609.2638063,0.261711818543741,0.0292184012644033,11.3143649879275,0.752169697420134,0.103126063524101
"1999_1_13_896","1_13_896","AL","Butler",31.708371,-86.51508,1,13,21399,20947,777.88,10196,1999,0,0,99,0.060841553,3940289.283,11,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,143,97.25,30.5,4.9698133,4.587515251,3.449987546,12,0.339106065384198,0.124689009997864,23,35,6,0.0487804878048781,2,0,0.660893934615802,0.875310990002136,0.012242826002568,0.0417968698495576,0.0205903712247426,0.0379099391378703,0.039132161993835,0.0216590618194446,0.00997091162001692,0.0181115049721025,0.0167436936255362,0.0194977240984987,61.1795838520363,89.0087497776987,0.53710403699093,0.522140850080028,1.45336809032493,0.0126030954900029,0.0235869885351745,0.017502815120132,0.0324520953696247,0.0412139614125894,72.1360973885753,78.3321044602826,0.531567887195258,0.531382024252123,2.10194358830721,4.16773109243698,109.740484429066,18842.8070659641,44.5454545454545,84.9431818181818,10.2840909090909,1010.02203812912,610,-0.111168533636985,0.129590808731361,-0.13738316507552,152,343.7291723,352.9923509,0.920648619,0.790702265,18.25905613,0,0.25,0.75,0.444444444,0.421052632,0,0,0.272727273,0,0,0.727272727,0.363636364,0.272727273,0,0,0,0,13.08333333,6.75,4.333333333,325.132074421469,89.6908190780335,50.6972969597691,241.285440919072,18,4.3,1446,20,107.028131275332,1.86986129796123,0.469524129085839,558.512573242188,17.39449454,4.059373517,1406.728524,20.97009967,103.1786785,1.607411752,0.598870506,3.800909846,0.084853928,16364.97185,37.42218247,10.18044298,0.060677475,0.084739585,558.3774035,0.218512233124079,0.0209032077596815,11.6333546741958,1.78454957577224,0.0986680884849674
"1999_1_131_923","1_131_923","AL","Wilcox",31.962237,-87.487347,1,131,13183,11670,907.45,10227,1999,0,0,29,0.428371996,3918721.528,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60.25,21,39.25,4.114963849,3.091042453,3.695110004,4,0.465684938736937,0.349007570610129,13.3,15,10,0.12,3,0,0.534315061263063,0.650992429389871,0.000919611663531309,0.011747953008188,0.00872260668973472,0.0514655952919873,0.0362900493152535,0.000222509476504436,0.00674504751422722,0.00691807276891976,0.0444800312096893,0.0215548411781357,81.3397640667052,101.400432628216,0.49859194607239,0.399622204894736,1.86641535904946,0.000840710523209719,0.0056359438579269,0.00695577631576184,0.0246581208423135,0.0262402829722582,79.7087704079324,102.781627976683,0.493048237938878,0.403443866250676,1.65346775622446,2.42095238095238,137.567474048443,9797.37162824138,43.3333333333333,37.8787878787879,7.12121212121212,446.106156809751,310,-0.0946240717453349,0.148077404689035,-0.141538821109103,153,470.6664776,539.9750501,0.816165257,0.68698789,19.86507595,0.5,0.4,0.4,0.5,0.466666667,0,0,0,0.125,0,0.75,0.375,0.125,0,0,0,0,34.9,11.75,3,311.672312698558,84.7017735982954,48.9393949042886,232.629788810399,18,4.2,1427,22,101.790374589194,1.57131811556606,0.704077948947509,535.400451660156,17.27456542,3.983348582,1414.084172,19.76120769,102.7935501,1.599307857,0.629964843,3.425467202,0.090139079,13748.61991,18.84913062,11.36669415,0.065411227,0.071378903,544.824912,0.198295419810335,0.0226289708631882,9.72263192123474,0.953845074435327,0.110577892668774
"1999_1_19_1844","1_19_1844","AL","Cherokee",34.077072,-85.681106,1,19,23988,25989,600.07,10197,1999,0,0,188,0.29567039,3836799.289,17,10,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,224.5,162,71,5.418320159,5.093750201,4.276666119,8,0.291974912116435,0.180069004230227,21.1,30,12,0.0238095238095238,1,0,0.708025087883565,0.819930995769772,0.00985853097285676,0.0114259473517661,0.0133542387543253,0.0583338048890901,0.0263645205906017,0.0143169956184636,0.00431821812389198,0.0187620459051892,0.0552038579864024,0.0226912071230208,87.8102595917101,62.5084042573816,0.526545627265854,0.541848936623951,2.74544395617509,0.0072050439829104,0.00961334290011603,0.0128368060934292,0.0928907745472182,0.0401280886593215,80.1518291886264,63.0410166575596,0.53754483173171,0.548129675412767,2.5225818226501,4.18045977011494,178.480968858131,20283.7835483347,42.2413793103448,43.9039408866995,7.4384236453202,1016.3052234363,440,-0.0917572888427936,0.149975871146253,-0.138055799656413,156,477.7700317,921.5798334,0.817435735,0.75291451,20.7858888,0.230769231,0.307692308,0.583333333,0.461538462,0.448275862,0,0,0.176470588,0,0.058823529,0.588235294,0.294117647,0.235294118,0,0,0,0,17.95454545,8.977272727,3.75,352.134590618902,100.817461149488,52.1183509043119,261.444497608994,15.7,4,1416,20,99.9799045759046,1.46066038381981,0.777689207648044,707.865539550781,15.84584411,3.893535279,1344.066864,18.30772072,102.4436434,1.464206609,0.530476978,5.460872412,0.116946366,17379.53544,25.09263438,11.67391079,0.09056609,0.068328071,691.8468923,0.344624898117845,0.0300360360494887,12.9305586689919,1.37060395249464,0.113954467086047
"1999_1_21_1147","1_21_1147","AL","Chilton",32.786485,-86.673841,1,21,39593,43643,700.82,10198,1999,20,194,178,0,4359956.819,14,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,69.1,32.8,31.9,4.249922794,3.520460802,3.493472658,6,0.26801707978093,0.432994260218324,8.7,6,5,0,0,0,0.73198292021907,0.567005739781676,0.0131013168503091,0.0068298986063315,0.0082553718655218,0.0277274784970575,0.0749509724811883,0.00822564955575143,0.00639358829537529,0.00823980110662003,0.031495210413298,0.0207315625598613,85.9895104895105,70.7004155265025,0.538974865713996,0.577163271511098,2.72674127504455,0.00582252605131859,0.00203731386537479,0.00540106260897037,0.0152420479291813,0.0801184400527268,81.9981438959953,70.585222682543,0.536573094405888,0.595367310211705,2.22258973342772,1.40666666666667,68.2837370242215,3458.34850203217,50,20,5.33333333333333,162.420340190592,530,-0.180519216566115,-0.0439773011137503,0.0674761149432969,155,474.1217867,1014.48057,0.845501632,0.738228643,20.37619088,0.222222222,0.444444444,0.444444444,0.444444444,0.5,0,0,0.153846154,0.076923077,0,0.833333333,0.384615385,0.230769231,0,0,0,0,15.09375,8.125,4.5,343.686854795652,96.2415033047245,51.1995118735033,258.084210814214,17.1,4,1424,21,103.445946791677,1.65051809711777,0.614774383837871,581.347717285156,16.73523573,3.959718776,1391.92225,19.31513648,102.7656027,1.561015349,0.594516812,4.430541132,0.107305175,15885.27571,24.46498387,11.65875588,0.07620788,0.074281284,565.9152042,0.264743276012402,0.0270991908946617,11.4124734409555,1.26662236610818,0.113449983006814
"1999_1_25_932","1_25_932","AL","Clarke",31.852214,-88.046783,1,25,27867,25833,1252.37,10199,1999,18,232,81,0.719671249,4150477.17,10,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57.25,10,21.75,4.064744092,2.397895273,3.124565145,6,0.414501326034848,0.554596477503317,19.9,28,3,0,0,0,0.585498673965152,0.445403522496683,0.00991556929140912,0.00319959213990305,0.0148233585373147,0.0372214677330114,0.0373185537038194,0.0100566385753427,0.00574856959382462,0.00225858448114219,0.0130706366540827,0.0128903207460091,91.0566377302562,80.7291975439339,0.466883866186746,0.418736502223163,1.78334802724901,0.0021988559572178,0.00154857935122486,0.00342861299482706,0.0180164148514478,0.0121856232912014,79.6576232417179,95.8100209123187,0.474824875678545,0.364483536239592,1.40985007768035,5.31931216931217,65.3702422145329,21946.5138086769,43.75,71.5277777777778,9.58994708994709,1021.6459309474,310,-0.0894594649208586,0.134276742432663,-0.0148097713102992,151,334.4852744,513.8116565,0.730438904,0.834051041,17.81420812,0.111111111,0,0.714285714,0.25,0.473684211,0,0,0.1,0,0,0.6,0.4,0.2,0,0,0,0,21.96428571,8.607142857,3.75,300.386079408794,80.1791627925448,46.7584241088018,223.955055564006,17.9,4.3,1493,20,103.536630895714,1.77132420587194,0.726350696915901,542.70751953125,17.36161381,3.958442164,1420.043377,19.4295709,102.7274196,1.605730227,0.643117954,3.057718533,0.086284273,11829.38822,14.52420215,11.11283666,0.062854936,0.061830884,564.4154557,0.176119487880718,0.0217975328235716,8.33030061728882,0.747530772797458,0.108177901316622
"1999_1_27_1444","1_27_1444","AL","Clay",33.358959,-85.933927,1,27,14254,13932,605.92,10201,1999,22,149,340,0.072707325,4309383.083,21,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,229.75,130.75,97,5.441334873,4.880906187,4.584967479,12,0.282028004834071,0.174023930209429,15.2,26,9,0.2,7,0,0.717971995165929,0.825976069790571,0.0115726225195006,0.00556803259755411,0.0149040492498137,0.0194155223580303,0.0207990603929242,0.0137402312271366,0.00482066778644788,0.0240777897961321,0.0195652649966647,0.0125232220405005,77.3127993346526,67.8136740371103,0.582675729157705,0.55231351630388,3.06396541122719,0.00986855154598861,0.00655879539706666,0.0141151447082118,0.0163719571219104,0.0153869727306372,77.152652774058,72.1544452510563,0.566181712001318,0.538071681138315,3.0281206378721,3.24061538461538,120.653979238754,12801.7461719203,42,45.7894736842105,7.47368421052632,780.057455886346,520,-0.106441809562616,0.113772549667436,-0.00155123002364625,156,466.9296248,1169.962329,0.800811466,0.761258364,20.56554731,0.3,0.1875,0.5,0.4375,0.459459459,0,0,0.095238095,0,0,0.619047619,0.285714286,0.238095238,0,0,0,0,21.16666667,9.75,5.8125,350.195603544398,99.4826276081474,52.1928614688369,259.628084731576,15.6,4.1,1452,19,103.337125506708,1.69213025798906,0.667462336173853,661.282958984375,16.32670321,3.946711042,1367.586531,19.10728269,102.7294148,1.518450625,0.555635278,5.064480549,0.107911231,16139.32447,31.36098885,11.31038135,0.07887859,0.071113562,637.1261443,0.310196154352707,0.027342065292248,11.8013186764853,1.64131076923947,0.110098761606106
"1999_1_27_1456","1_27_1456","AL","Clay",33.114192,-86.017237,1,27,14254,13932,605.92,10202,1999,20,182,280,0.687679648,4383820.884,16,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,212,171,24,5.361292166,5.147494477,3.218875825,12,0.216259854775703,0.460016223400642,17.2,35,13,0.0625,3,0,0.783740145224297,0.539983776599358,0.021424945504494,0.0137246241138492,0.0214741125208253,0.0554423821739349,0.0236510595245453,0.0126611609661997,0.00446979391399009,0.0238188578597503,0.0345074620124434,0.0193997318021547,68.982406452218,88.3887461314827,0.516383569351965,0.443101753727844,1.44271075988889,0.00684571268271466,0.00494755982391924,0.00847138316872789,0.0275737050123333,0.00803924771580436,78.6285197606896,94.8690352971319,0.479781706742874,0.374009735777884,1.40883374205617,3.61008403361345,184.480968858132,21769.5280748118,43.6363636363636,92.6136363636364,10.6060606060606,1137.57069986486,310,-0.0886573552076995,0.135574038853983,-0.0182055416860231,155,402.8173753,589.6460481,0.866460668,0.830150461,19.9216205,0.272727273,0.272727273,0.583333333,0.416666667,0.464285714,0,0,0.176470588,0.0625,0.0625,0.6875,0.3125,0.1875,0,0,0,0,19.325,6.625,5.8,348.282023803745,99.1036154947447,52.0003574730565,259.444958939471,16.1,4.2,1476,20,104.838273278253,1.80893773387553,0.631483528750754,623.463989257812,16.49032129,3.966626506,1374.675904,19.39236948,102.8190328,1.534904587,0.562967954,4.898970166,0.103502074,16141.31356,32.90303536,11.21562105,0.075886498,0.073655209,612.169962,0.297081547402646,0.026093224013766,11.741904774087,1.69670010639669,0.109081176359792
"1999_1_3_692","1_3_692","AL","Baldwin",NA,NA,1,3,140415,182265,1640.33,10190,1999,0,0,NA,0.900062025,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,2.197224577,2.197224577,0,6,0.374000978943021,0.642361720386255,20.2,38,2,0.05,2,0,0.625999021056979,0.357638279613745,0.0183511750126907,0.00210962119114486,0.00543594344055705,0.0122227252150294,0.00559585671697829,0.0168474885458838,0.00364895897648975,0.00577498594414807,0.0134368730560458,0.0044551129229463,79.8312616873831,88.4415355846441,0.461389286107139,0.539122758772412,1.67519375392388,0.00941035369575951,0.00150171175183762,0.00608959394248136,0.00385445636145121,0.00114214978877829,89.9442742664362,96.0823765258929,0.439010265636591,0.499536107688522,1.91567157344198,5.04210526315789,62.9134948096886,25297.6542293357,39.1666666666667,102.142857142857,11.3968253968254,1256.0087429052,670,0.0107186774047897,0.0787208309032326,0.0446803431413749,NA,360.9955885,310.2273031,0.837002958,0.865532279,18.92500757,0.5,0.333333333,0.666666667,0.666666667,0.428571429,0,0,0.5,0,0,0.75,0.5,0.25,0,0,0,0,40.5,4.083333333,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999_1_3_693","1_3_693","AL","Baldwin",30.781134,-87.877763,1,3,140415,182265,1640.33,10191,1999,5,13,24,0.796859503,3791064.528,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.4,10.4,0,2.433613355,2.433613355,0,6,0.294807340827619,0.51782752001043,18.5,7,4,0,0,0,0.705192659172381,0.48217247998957,0.016968258234047,0.0200809567132102,0.0140223845529497,0.0762662843921332,0.0127547681928087,0.0143260024361177,0.0115568168215111,0.022763979407239,0.04741296993884,0.0116154569481257,74.3152286427571,94.1105766303355,0.513071911343847,0.530929793582171,2.24004291283439,0.00903648180829223,0.00712408791930775,0.0048684350099487,0.0340436711275054,0.00510940067246346,68.4602184077713,87.5950861172735,0.52689105490438,0.469235137359758,2.06041373571155,5.37142857142857,56.8269896193772,5101.60629201589,43.5714285714286,55.9523809523809,9.04761904761905,248.185819633594,210,-0.0809392053895155,0.161760333963511,-0.143893383357068,146,131.0475314,23.72149246,0.626933595,0.802431335,11.3538091,0.25,0.666666667,0.333333333,0.5,0.428571429,0,0,0.5,0,0,1,0.5,0.25,0,0.25,0,0,29.5,4.833333333,5,281.016518675168,74.1849119394075,43.8587444603727,209.500053294549,19.4,4,1616,19,99.9309518700845,1.79495530797186,1.11696652069077,687.995056152344,17.87932011,4.041643059,1433.248159,20.45665722,103.4604103,1.665877851,0.628662049,2.304589107,0.071660564,12501.94178,20.3831827,9.398451883,0.045919721,0.0731557,656.7680068,0.128896909548089,0.0177305523901783,8.72280330624866,0.996408283171105,0.0908410459203447
"1999_1_3_905","1_3_905","AL","Baldwin",31.013028,-87.793769,1,3,140415,182265,1640.33,10192,1999,4,81,47,0.790952563,3935480.343,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34.75,25.75,9,3.576550269,3.286534473,2.302585093,8,0.292601848840773,0.390150156296664,16.2,21,6,0.04,1,2,0.707398151159227,0.609849843703336,0.00391325570808813,0.00718778077268643,0.00886629161468509,0.0347557764617844,0.0363146248303713,0.00628664547374298,0.00830439998949303,0.00354033347155484,0.0156224468779372,0.0153368234091872,73.819491082755,98.178643384822,0.532883366912917,0.463570255951048,2.12160121532677,0.00422711720998987,0.00359496956964152,0.0062085151505428,0.0445905249145914,0.0151531985859175,76.7171394180611,93.7405558241102,0.502415072644016,0.40579973220326,1.80347183854451,4.17428571428571,92.7404844290657,11628.7057339554,40.5555555555556,79.0849673202614,9.28104575163399,670.415872276062,310,-0.0794290004263762,0.162895120107247,-0.142545228573511,147,255.9702894,229.9374559,0.718443764,0.713878457,15.44709783,0.125,0.2,0.666666667,0.375,0.4375,0,0,0,0,0,0.7,0.3,0.3,0,0.1,0,0,16.625,8.625,3.25,289.1517507326,77.1326635628904,44.4932917526225,214.489445746904,18.8,4.3,1613,18,102.646201296226,1.92808207394138,0.973736171163327,664.732177734375,17.76459459,4.031081081,1428.843784,20.37189189,103.3261352,1.651578763,0.628029432,2.509535395,0.074809539,12706.8328,20.02170815,9.996821479,0.049605362,0.073740979,637.7388564,0.141266122471079,0.0185581826554185,8.89308750353916,0.982810445790168,0.0967501732223891
